,asin,product,date,verified,title,desc,reviewer_name,rating
115,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 20, 2020",Not Verified,"
Arrived with no charge, voltage drops to 1.3v in 2 weeks with no use
","

  Unlike the description, the batteries arrived totally discharged and would not power anything on. Charging the batteries they show between 1.46-1.49v on full charge, but what concerns me is the discharging of the cells with no use

",Macgyver,3.0
116,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 20, 2020",Verified Purchase,"
No more Made in Japan
","

  Bought at the same time.AA Made in ChinaAaa made in japan

",Amazon Customer,3.0
117,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 20, 2020",Verified Purchase,"
Price!
","

  Working so far!

",Megan Alayon,5.0
118,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 19, 2020",Verified Purchase,"
Longevity
","

  Remote control of t.v.😏

",Jeffrey L. Buck,5.0
119,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 19, 2020",Verified Purchase,"
work well, you'll need to charge them
","

  work as well as any other AA battery for a lot less money

",Gary Wilson,4.0
120,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 19, 2020",Verified Purchase,"
Esperar a porbarlas
","

  Se ve bien esperar a probarlas

",Alejandro Osorio Calle,4.0
121,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 19, 2020",Verified Purchase,"
Recommand
","

  All perfect more than eneloop.

",SW Y.,5.0
122,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 19, 2020",Verified Purchase,"
NOT CORRECT AA DIMENSIONS
","

  Never had a chance to use them. These are slightly larger than AA batteries and wont fit in my devices.

",Wade Ager,1.0
123,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 19, 2020",Verified Purchase,"
Great rechrgable batteries
","

  i watched some battery shootout videos on YouTube and the Amazon brand rated high.  These actually have a higher mah rating than the ones featured in the video.  I am glad i took an extra look around and found these.  The top rated in the video are from a large self assembled furniture store that is not in my are, but these actually have a higher mah rating.  I use them for a LED flashlight for walking my puppy and am happy that i get well over a week of exceedingly bright on a charge.

",dave stabnau,5.0
124,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 18, 2020",Verified Purchase,"
Good
","

  Good

",sachin,5.0
125,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 18, 2020",Verified Purchase,"
Great value, works as well as the more expensive ones
","

  These were cheaper than the ones at game stop and did exactly what we needed them to! Thanks Amazon

",Amanda Swan,5.0
126,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 18, 2020",Verified Purchase,"
Japan vs China
","

  If made in Japan then 5 stars.  If made in China 1 star.  The longevity is vastly different in the context of using this professionally for flash photography.

",A Cooney,1.0
127,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 18, 2020",Verified Purchase,"
Batteries
","

  Very nice

",Amazon Customer,5.0
128,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 18, 2020",Verified Purchase,"
Good capacity / low ESR
","

  Too soon to rate longevityNeed to get to 300+ charge cycles

",alziedood,5.0
129,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 17, 2020",Verified Purchase,"
a o e
","

  Don't seem too last as long as I wish.  Good for the price.

",Lynn,3.0
130,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 17, 2020",Verified Purchase,"
BUYER BEWARE!!! Don’t fit in anything!!
","

  BUYER BEWARE!!!  These batteries are slightly larger then regular AA. Batteries, THEREFORETHEY DO NOT FIT or suit my purpose for buying them.  They don’t fit in my husbands hair trimmer, they don’t fit in my electric toothbrush...... I am sooooo disappointed.

",Amazon Customer,1.0
131,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 17, 2020",Verified Purchase,"
Don't buy these.
","

  I had these for 3 years now.  They work ok but are terrible when compared to eneloop battiers.  Eveloop can hold a charge for a year. These maybe a couple of weeks.  If you want to recharge the batteries just before using them then they are a okay buy,  If you want batteries to use in here and now then don't buy these.  I will be replacing these with eveloops or something else.

",Baron,2.0
132,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 17, 2020",Verified Purchase,"
Holds a good charge.
","

  I keep spares to use in rechargeable units.

",ajax,5.0
133,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 17, 2020",Verified Purchase,"
Decent buy, I guess.
","

  Batteries are one or two mm too large (in diameter) for my remotes.

",Dylan Upp,4.0
134,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 17, 2020",Verified Purchase,"
Good batteries
","

  Good batteries! Every bit as good as eneloops.

",Gregory Sasser,5.0
135,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 17, 2020",Verified Purchase,"
Weak charge right out of the package
","

  Well, maybe I'll come back and change this review but I'm not at all impressed. I opened the package with the first four; tried them, no charge. Product I put them in didn't work. Tested them and they're weak. So now I put them in the charger. We'll see. Definitely not precharged, or were a long time ago.

",Timothy K Dugan,1.0
136,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 16, 2020",Verified Purchase,"
Good price.
","

  Excellent!

",Ngoc Truong,5.0
137,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
Very low capacity
","

  When i received the batteries I charged all of them.after 2 month in the drawer thy loss more then 50% of the charging.

",Eyal Lefler,2.0
138,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Not Verified,"
Good value
","

  Don't drain them all the way ina Wii remote... They'll never recover. Otherwise great

",sah26,4.0
139,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
Low pre-charge
","

  When I first put them in my charger, the indications were that the batteries were about 1/4 charged. They all did charge overnight.  Will have to wait to see how the charge holds and the batteries continue to accept a charge.

",Tom,4.0
140,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
these did not work
","

  I charged them.... and still nada. too Late to return. Do not buy.

",Karen Eber Davis,1.0
141,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
One dead after 1 year
","

  One battery already dead after just over a year, past the 12 month warranty.

",John,2.0
142,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
The best
","

  Great batteries and I've tried them all.. better at everything.. flashlight to electric toothbrush

",dan k,5.0
143,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 15, 2020",Verified Purchase,"
Thumbs up
","

  So far these seem to be a GREAT value

",Robin Fuller,5.0
144,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 14, 2020",Verified Purchase,"
Just some batteries, homie!
","

  Like I said, some general rechargeable batteries. Keep up the good work Amazon!

",Juan T.,5.0
145,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 14, 2020",Verified Purchase,"
Doesn't work on Magic Mouse A1296 model
","

  As other reviewers have mentioned, these don't seem to work on a magic mouse. The work fine in every other device i've used them on.

",Franco,3.0
146,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
Best rechargeable batteries for the money
","

  Great value.  Great batteries

",SwampDonkey,5.0
147,B00HZV9WTM,Style: Batteries and Battery ChargerSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
How many times you can recharge
","

  Seem to be holding a charge so far

",James ODonnell,4.0
148,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
Decptive mAh Rating and Made in China
","

  The Amazon high capacity 2400 minimum mAh rechargeable batteries would have been a decent value for the money, if only they worked as expected.  You won't be able to use them right out of the package though, since they were only about half charged.  However, the worst problem is that after discharging/charging the 8 batteries (3 times each), I only achieved on average 2260 mAh.  None of the batteries ever hit the minimum 2400 mAh, as stated on the batteries themselves.  These batteries used to be manufactured in Japan, but have since been switched to China, thus the lower mAh results.  For most people looking for high capacity batteries, these are probably a definite pass.  I had Amazon pick-up my battery order for a full refund...

",Unbiased,1.0
149,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 13, 2020",Verified Purchase,"
Good batteries
","

  There all being used in my phone system. no problems.

",E. G.,5.0
150,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
Did not take even one charge
","

  Put them into play when they arrived and they were OK. When the baby brought his toy for new batteries I put these in the charger and they all came up bad.

",Satisfied Customer in Nor Cal,1.0
151,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
Great value and reliable
","

  Good quality product and durable

",P. Drury,5.0
152,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2020",Verified Purchase,"
Perform as expected
","

  These are reliable long-lasting batteries. I always  order them from Amazon.

",Adolf von Württemberg,5.0
153,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 12, 2020",Verified Purchase,"
Dudas
","

  Se perdio la primera vez y me lo enviaron de nuevo sin costo

",Angel Molina,3.0
154,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 12, 2020",Verified Purchase,"
Perfecta
","

  Perfecta. Dura bastante la carga

",Arelis,5.0
155,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 12, 2020",Verified Purchase,"
Got Rusty
","

  Got Rusty

",maryann,1.0
156,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 11, 2020",Verified Purchase,"
Don't work well (at all?) with Apple Peripherals.
","

  I've been using the amazon branded batteries for a number of years now for our iMac keyboards and mice.  Full charge on those older batteries only reaches about 85% and is fully drained within 2-3 workdays.This new generation of batteries just simply doesn't work. The light on the mice rarely kick on and if they do, they won't connect over Bluetooth. Similar with keyboards. The batteries work in flashlights and kids' toys just fine.  So some would say the problem is Apple's.  I disagree.

",Stephen Feather,2.0
157,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 11, 2020",Verified Purchase,"
Don't hold a charge
","

  I have bought these a couple of times, the first time I figured I just got a bad batch, but no... without fail I can charge these to full and they're going low almost immediately.  Using a 4 pack in my kevo lock lasts less than a week (2-3 activations per day.)I'm using them in remote controls since that'll get me a few weeks, but won't purchase again.

",Alex Morse,1.0
158,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 11, 2020",Verified Purchase,"
Made in Japan! Great quality in high and low amp devices.
","

  Great quality

",Mitchell,5.0
159,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 11, 2020",Verified Purchase,"
Best rechargeable batteries on the planet
","

  Sry for the no pic everyone for I’m not home. How ever , so we bought our son a pac of 8 AA and the charger.  He put two in his Xbox one remote on Christmas Day ! He just had to charge those two batteries I think it was Monday 3 February 2020.  So yeah I have to say they’re really good batteries and definitely would recommend them again.

",sonja keesee,5.0
160,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 11, 2020",Verified Purchase,"
Price,And Quality.
","

  I use them for Remote controls

",Sonni,5.0
161,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 10, 2020",Verified Purchase,"
Powerful rechargeable batteries
","

  Using these for a number of devices and it works very well in all. Mostly used for my insulin pump so I don't have to keep throwing AA's away. Get using a week or more use before recharging, about the same as a AA battery.

",Maury Swoveland,5.0
162,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 10, 2020",Not Verified,"
NEVER worked right, from the beginning...I just forgot to return them!!
","

  Would not charge or hold a charge...garbage!! Forgot to return them in the allotted time frame!

",Rod T.,1.0
163,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 10, 2020",Verified Purchase,"
Great Value
","

  Good value. Would purchase again.

",KRISTIE J. CAVANESS,5.0
164,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 9, 2020",Verified Purchase,"
Pretty good
","

  they last a couple of days and just hope they don’t stop working soon

",Alfredo Arizmendi,5.0
